queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
1799237188439200003,"{1.022662594,0.965989048,1.030011857,1.016026398,0.98265111,1.116827435,0.959307367,1.022940116,0.975124877,0.534924859,0.51436293,0.46236734,0.509673038,0.547323794,0.506681336,0.505301928,0.507620239,0.657491732,0.545836019}","{0.627686012,0.646581303,0.609129482,0.61549823,0.605124712,0.563586025,0.626087175,0.620022005,0.575224379,0.620848468,0.555998014,0.619617693,0.660994697,0.563995859,0.618223901}","{0.120752888,0.117962698,0.116814099,0.11681199,0.113397318,0.126044522,0.113168591,0.123160564,0.11321416,0.134966026,0.114626704,0.111632766,0.115443267,0.121074533,0.118965046,0.115075174,0.112354287,0.11469704,0.120749227}","{0.056241967,0.059201045,0.058183705,0.057229015,0.056425592,0.056788671,0.060414818,0.059050331,0.056441318,0.058963876,0.053192236,0.05821222,0.060591189,0.054245748,0.057286458}","{0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.012616222856793858,0.012616222856793858,0.012616222856793858,0.012616222856793858,0.012616222856793858,0.012616222856793858,0.012616222856793858,0.012616222856793858,0.012616222856793858,0.012616222856793858}","{1.0936948732297902,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334,1.1027608203609334}",49,15
-8047523329439800675,"{0.415847345,0.426250337,0.401361459,0.408849975,0.398155446,0.396308405,0.397553362,0.409728704,0.419872051,0.318655118,0.306424035,0.332456294,0.328919704,0.313176808,0.349048393,0.348645607,0.315931589,0.30290623,0.336162896}","{7.703812648,7.500581366,7.652099447,6.795835935,7.696099302,7.334814125,7.431375856,7.300912366,7.093164001,7.082623236,7.793937368,7.345016422,7.237819635,7.230867248}","{0.370066953,0.392965797,0.364306533,0.376965925,0.361360255,0.361658523,0.359632729,0.391279751,0.380518013,0.369251912,0.372487964,0.374265265,0.417894767,0.373318114,0.379181937,0.374247559,0.383675161,0.369073992,0.40734783}","{0.182859739,0.166952396,0.18437148,0.163151152,0.180695631,0.166658177,0.167228773,0.179908289,0.162637536,0.162578467,0.177727955,0.173244784,0.166578809,0.163508671}","{0.029276080188103713,0.029276080188103713,0.029276080188103713,0.029276080188103713,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.017296362471933734,0.017296362471933734,0.017296362471933734,0.017296362471933734,0.017296362471933734,0.017296362471933734,0.017296362471933734,0.017296362471933734,0.017296362471933734,0.017296362471933734}","{3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548,3.6875462349794548}",49,14
-4477816371804978596,"{0.071808796,0.07892182,0.055751421,0.049346593,0.072671004,0.074536465,0.074256871,0.078187262,0.080038455,0.051518284,0.048091976,0.044708577,0.052404284,0.051622027,0.068821002,0.044225651,0.049435766,0.050692856,0.050555313}","{0.138280334,0.127144295,0.131366893,0.142113445,0.130495984,0.126049619,0.12309697,0.124034608,0.137580363,0.123083148,0.124389768,0.129389419,0.137871745,0.123490618}","{3.074575967,3.317508071,3.146242856,3.189390963,3.086670224,3.427792692,3.337227852,3.365891849,3.532736174,3.08000583,3.330380505,3.132579447,3.509753853,3.474979639,3.281891458,3.061502076,3.066959582,3.327997296,3.184722318}","{0.278015912,0.253238812,0.264221378,0.283507598,0.279930302,0.253925032,0.258908793,0.254574441,0.288208285,0.255581831,0.254018285,0.261732425,0.291958036,0.254392882}","{0.02615737117895067,0.026019610986102136,0.057307247015627054,0.03258297928416248,0.02567286762442501,0.025585653208155278,0.02549822529248954,0.025428128536494943,0.02535789393035064,0.47345517406722265,0.47345517406722265,0.47345517406722265,0.47345517406722265,0.47345517406722265,0.47345517406722265,0.47345517406722265,0.47397543214240084,0.47360761689710706,0.47345517406722265}","{1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418,1.5183242103639418}",63,14
7111231359014454640,"{0.265924703,0.25723734,0.277357573,0.283557965,0.254500434,0.279861346,0.255270184,0.272644332,0.257825164,0.135952526,0.134880401,0.135196706,0.135367508,0.152605458,0.134991792,0.136370328,0.13756843,0.134297008,0.13859268}","{0.139900476,0.138802514,0.137863987,0.136709529,0.146622971,0.155392096,0.141609216,0.172441593,0.137212274,0.138940529,0.140106581,0.144192448,0.149462979,0.138747415,0.150467422}","{0.048660839,0.046579597,0.050450757,0.050034664,0.045487413,0.051375594,0.045287382,0.047521163,0.047616988,0.048543379,0.045511867,0.044807087,0.046024967,0.046644629,0.045837094,0.04749872,0.045293726,0.045735376,0.045751415}","{0.020973225,0.021694591,0.020773348,0.020500827,0.021542481,0.023300803,0.020674035,0.020908578,0.020733977,0.020884806,0.020825708,0.022097993,0.022528876,0.020794971,0.022636861}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.014358353619241933,0.014358353619241933,0.014358353619241933,0.014358353619241933,0.014358353619241933,0.014358353619241933,0.014358353619241933,0.014358353619241933,0.014358353619241933,0.014358353619241933}","{1.0326740349861854,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481,0.9088086806390481}",50,15
-4875630082272532892,"{0.512885142,0.540140841,0.515097813,0.469076895,0.513253207,0.44704679,0.487158945,0.487921841,0.462500235,0.260742731,0.288070837,0.263608462,0.269210954,0.264179079,0.26660994,0.272839488,0.258193376,0.271075745,0.261299253}","{0.276238089,0.246503326,0.271380221,0.242635156,0.268204009,0.2732217,0.264815763,0.25449037,0.244717006,0.252089028,0.275231742,0.281885262,0.279206598,0.251405233}","{0.013004708,0.012879701,0.012986694,0.012523604,0.012171892,0.011128719,0.011227963,0.01114051,0.011486568,0.011319638,0.011512135,0.011992982,0.011510891,0.011429857,0.011679628,0.011865661,0.011157847,0.011544617,0.011401657}","{0.006539225,0.006275588,0.007006723,0.006141749,0.006872894,0.006556276,0.006435047,0.006353878,0.006296951,0.00621742,0.006851522,0.007089799,0.00688499,0.006274172}","{0.07701635339554948,0.07701635339554948,0.07701635339554948,0.07701635339554948,0.07701635339554948,0.07701635339554948,0.07701635339554948,0.07701635339554948,0.07701635339554948,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081,0.01859529594285081}","{2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942,2.4397986442734942}",49,14
7687882978329045374,"{3.573264228,3.390398832,3.440198541,3.123462243,3.500815497,3.173026697,3.541161192,3.203664478,3.615521907,3.142133189,3.462645952,3.210377406,3.689269478,3.495789,3.712917962,3.288606752,3.40750062,3.179481614,3.55467922}","{12.09384979,13.978866559,12.387014865,15.096124292,13.147462488,14.038047569,13.313751421,14.062687543,12.07195378,12.974165984,0,12.172847632,13.820709104,12.312926896,13.61835309,12.338927882,14.032134077,13.443630344,13.48250381}","{0.026001119,0.02639964,0.023746638,0.023929961,0.023690526,0.024403791,0.02710527,0.024806194,0.024602475,0.023923447,0.024052799,0.024099508,0.026283145,0.026725457,0.025594814,0.026017298,0.023844562,0.025837437,0.025591221}","{0.016516637,0.015426637,0.01562738,0.015246049,0.016449948,0.01408628,0.015842959,0.015511176,0.015429213,0.014559599,0,0.015120973,0.015984319,0.016581797,0.013879566,0.016578389,0.016361537,0.01503886,0.014535895}","{0.015803314953037717,0.01787402529380358,0.015803314953037717,0.01787402529380358,0.015803314953037717,0.01787402529380358,0.015803314953037717,0.01787402529380358,0.015803314953037717,0.01787402529380358,0.015803314953037717,0.01787402529380358,0.015803314953037717,0.01787402529380358,0.015803314953037717,0.01787402529380358,0.015803314953037717,0.01787402529380358,0.015803314953037717}","{3.1370065642946807,3.1952897567178686,3.1370065642946807,3.1952897567178686,3.1370065642946807,3.1952897567178686,3.1370065642946807,3.1952897567178686,3.1370065642946807,3.1952897567178686,0,3.1370065642946807,3.1952897567178686,3.1370065642946807,3.1952897567178686,3.1370065642946807,3.1952897567178686,3.1370065642946807,3.1952897567178686}",127,28
-2799995183862506353,"{0.094714374,0.100370384,0.089659077,0.09379911,0.090338235,0.098779384,0.085451394,0.093429711,0.087562426,0.08428799,0.083621889,0.096459233,0.109182999,0.103392684,0.089116282,0.085555471,0.09292201,0.087190933,0.089031898}","{0.261801766,0.255629349,0.243245196,0.250721892,0.262223153,0.273083636,0.264162986,0.24436618,0.254550248,0.249178079,0.265812513,0.263464762,0.273300586,0.256047707}","{6.987969594,6.373815976,6.542187072,6.743230079,6.460772816,6.645683723,6.368830995,6.882713479,6.453345008,6.809809645,7.183221983,6.723203939,7.87068486,7.841971884,6.907715439,6.737331525,7.099488473,7.013171617,7.110095802}","{0.365494012,0.334663486,0.332445198,0.340423732,0.363493036,0.341927876,0.337968147,0.331947337,0.333317964,0.339876703,0.352783408,0.346502491,0.370456594,0.332349397}","{0.018733707582701223,0.018733707582701223,0.018733707582701223,0.018733707582701223,0.018733707582701223,0.018733707582701223,0.018733707582701223,0.018733707582701223,0.018733707582701223,0.01615775677717893,0.01615775677717893,0.01615775677717893,0.01615775677717893,0.01615775677717893,0.01615775677717893,0.01615775677717893,0.01615775677717893,0.01615775677717893,0.01615775677717893}","{1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233,1.9311875126967233}",49,14
5327500320564300865,"{1.704063638,1.622389833,1.794742505,1.613561422,1.544947259,1.657941089,1.701542922,1.725317399,2.008639276,0.913505133,1.068622044,1.187647218,1.209685159,1.405775,1.103057323,1.183485228,1.129394883,1.129514927,1.032444906}","{2.124138783,1.890315532,1.752965905,0.989518159,1.484575211,1.461687414,0.991035179,1.09072645,1.010655914,1.269307368,1.267081811,1.122045707,1.114686067,1.007399571,1.354146987}","{0.054760257,0.054812184,0.052330275,0.055823213,0.051254914,0.054421883,0.051785833,0.05361916,0.059595478,0.051306911,0.050244165,0.049592157,0.050218233,0.053786929,0.051019895,0.050681513,0.050244273,0.050203885,0.051099094}","{0.020264119,0.020372724,0.020490621,0.020070809,0.02210148,0.021835253,0.020778937,0.0210699,0.020525524,0.020403907,0.020468834,0.021264867,0.022908771,0.021243519,0.022763239}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.015724366251592237,0.015724366251592237,0.015724366251592237,0.015724366251592237,0.015724366251592237,0.015724366251592237,0.015724366251592237,0.015724366251592237,0.015724366251592237,0.015724366251592237}","{2.340919327473119,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127,2.285702884430127}",65,15
6350469962105744477,"{0.067908074,0.076081852,0.070688362,0.08482119,0.072723298,0.078700344,0.072351447,0.071897033,0.071832604,0.053157116,0.051921103,0.058811073,0.05602543,0.053164246,0.051123298,0.051337654,0.047302728,0.052311891,0.050836253}","{0.062230889,0.06358943,0.055359857,0.070651699,0.052674841,0.061734887,0.055982782,0.053966486,0.053885812,0.052471262,0.059257676,0.063860588,0.05505453,0.055674984}","{0.113177254,0.112593724,0.117705582,0.126356989,0.11459404,0.129171132,0.114057584,0.115709507,0.118372129,0.114557184,0.117714624,0.131694859,0.135531061,0.113045039,0.114946418,0.114398391,0.114047395,0.115196124,0.115840751}","{0.058412532,0.055737876,0.053312556,0.053558091,0.053074031,0.055119898,0.052509604,0.054281854,0.054051187,0.052219182,0.058014027,0.0597633,0.05375831,0.05272531}","{0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.012241897351019115,0.012241897351019115,0.012241897351019115,0.012241897351019115,0.012241897351019115,0.012241897351019115,0.012241897351019115,0.012241897351019115,0.012241897351019115,0.012241897351019115}","{0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296,0.927900870830296}",49,14
6101368897808108968,"{1.605462371,1.373805692,1.462617141,1.86341561,1.476944932,1.447826425,1.360098252,1.417698221,1.547167356,0.840206489,0.741841381,0.734248741,0.77877924,0.867714436,0.764300933,0.744055771,0.775555292,0.741606427,0.758657333}","{2.786137882,2.820619819,2.738043044,2.546672347,2.87368932,2.924944072,2.548791331,2.731674509,2.534551595,2.786324715,2.609312068,2.79416878,2.725694287,2.681408037,2.890394931}","{0.080131788,0.070699001,0.073208055,0.079108306,0.070681991,0.069347508,0.067117576,0.06860282,0.069553007,0.077894283,0.066938678,0.072756451,0.07063479,0.092490168,0.068398865,0.069465658,0.073955234,0.069938902,0.069400212}","{0.031797694,0.032837967,0.030631182,0.029950235,0.032025805,0.03406987,0.03122541,0.030581398,0.030332718,0.031040258,0.030370622,0.030948022,0.031166354,0.030231899,0.032896067}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.026442509134141378,0.026442509134141378,0.026442509134141378,0.026442509134141378,0.026442509134141378,0.026442509134141378,0.026442509134141378,0.026442509134141378,0.026442509134141378,0.026442509134141378}","{2.223159967995211,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671,2.115956448448671}",49,15
-4964681019064054343,"{0.213159869,0.233404466,0.241907936,0.206032453,0.208687271,0.213656687,0.20402349,0.208757831,0.229697453,0.22357832,0.257353204,0.222338711,0.239607597,0.244925474,0.234234471,0.282559882,0.225254694,0.2397644,0.248271751}","{0.22679025,0.22276383,0.235046412,0.214605334,0.231637705,0.216627308,0.25182102,0.223753892,0.21438092,0.234526437,0.25660198,0.217864301,0.258823788,0.214703065}","{0.010346025,0.010522126,0.010674954,0.009557392,0.009761016,0.009764921,0.009810548,0.009813942,0.010713624,0.011717555,0.010062169,0.009845857,0.009952567,0.009841022,0.00991518,0.010498775,0.00992497,0.010143444,0.010595027}","{0.007821033,0.007440595,0.008135903,0.007600958,0.00796691,0.007271025,0.007983793,0.007418547,0.007315881,0.007672588,0.008083148,0.007387947,0.008304143,0.007307388}","{0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853}","{0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295,0.5856028432699295}",49,14
-4267429084482334961,"{0.401231232,0.47585827,0.46181941,0.402540457,0.414563526,0.409290338,0.391660645,0.391245066,0.396556546,0.43273036,0.459027893,0.426291831,0.428740897,0.435568016,0.469977213,0.429601486,0.414350807,0.445071676,0.449532845}","{0.429720093,0.406614404,0.421915519,0.398005146,0.441393573,0.423078206,0.455035849,0.432382941,0.418729106,0.409077635,0.454237658,0.409518682,0.449828696,0.406445226}","{0.010197731,0.012175444,0.011309827,0.010035795,0.00953887,0.009541086,0.009540002,0.009634956,0.009962888,0.010338741,0.00963306,0.010025922,0.009753788,0.009916527,0.010065365,0.010264649,0.009522638,0.010880848,0.013179384}","{0.007579948,0.007356434,0.008035559,0.007245659,0.007626756,0.007133468,0.007788973,0.007311537,0.007382004,0.007290038,0.008218974,0.007246599,0.00801809,0.007229347}","{0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.06931471805599453,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853,0.022383823699688853}","{0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814,0.41851828438787814}",49,14
7828965998619474049,"{9.759065687,3.383366835,9.626556801,3.264892725,9.705290714,3.366436867,9.646550217,3.29399157,9.717585849,3.311076851,9.526939687,3.25079003,9.546566232,3.27862697,9.890333555,3.425584532,9.663520084,3.363269077,9.869948332}","{3.377830831,9.269983478,3.264019771,9.097116645,3.173515812,9.059855346,3.217182415,9.017862235,3.159776769,8.948966063,0,3.104978829,9.439036005,3.34602412,8.887829143,3.128246176,9.526870696,3.367737036,9.026724826}","{0.02462802,0.025834833,0.026445664,0.024548255,0.024862017,0.024463601,0.024618953,0.024070476,0.026485931,0.024977809,0.024141518,0.024085303,0.024119336,0.025002435,0.024561713,0.025234514,0.024570874,0.024479701,0.028616283}","{0.014183125,0.014223417,0.013893171,0.014694932,0.013281583,0.013387185,0.014059961,0.013508807,0.013595076,0.013788756,0,0.013423904,0.015319527,0.014552673,0.013395186,0.013512675,0.014952287,0.015427934,0.01430979}","{0.35883210877636623,0.32434364616130257,0.35883210877636623,0.32434364616130257,0.35883210877636623,0.32434364616130257,0.35883210877636623,0.32434364616130257,0.35883210877636623,0.32434364616130257,0.35883210877636623,0.32434364616130257,0.35883210877636623,0.32434364616130257,0.35883210877636623,0.32434364616130257,0.35883210877636623,0.32434364616130257,0.35883210877636623}","{0.8058882490037993,0.15060543798040676,0.8058882490037993,0.15060543798040676,0.8058882490037993,0.15060543798040676,0.8058882490037993,0.15060543798040676,0.8058882490037993,0.15060543798040676,0,0.8058882490037993,0.15060543798040676,0.8058882490037993,0.15060543798040676,0.8058882490037993,0.15060543798040676,0.8058882490037993,0.15060543798040676}",126,28
-640293413413794320,"{4.335843262,4.645530411,4.437414119,4.654209333,4.377486886,5.270275551,4.142750931,4.477336436,4.101059167,2.580576711,2.228084219,2.183356727,2.124117905,2.298261033,2.348492853,2.195000482,2.187586164,2.122707265,2.420093866}","{2.013719915,2.105540205,1.974462256,2.19253164,2.062241463,1.992976726,2.241119605,2.08872691,2.137462809,2.206025795,2.001100696,2.231546322,2.32309106,2.037055459,2.217047369}","{0.111751373,0.107421268,0.121524244,0.109772575,0.106133552,0.117953315,0.107617768,0.108990318,0.108083196,0.111716203,0.112192092,0.118933432,0.107325488,0.115221947,0.110699512,0.108765155,0.107968364,0.108241443,0.125340829}","{0.05970741,0.055898435,0.054968786,0.055585841,0.056530885,0.055829969,0.057933805,0.059402032,0.055374618,0.055980145,0.056168578,0.057741865,0.061792576,0.056065821,0.061381019}","{0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.015664014509881863,0.015664014509881863,0.015664014509881863,0.015664014509881863,0.015664014509881863,0.015664014509881863,0.015664014509881863,0.015664014509881863,0.015664014509881863,0.015664014509881863}","{1.3612777589904186,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524,1.3595058012973524}",49,15
9034840740838305022,"{5.305157042,5.210961308,5.008468809,5.122971908,5.442811026,5.849975305,5.373807227,5.349966673,6.496696606,4.143490334,3.749025315,4.173926228,3.86020081,3.982730102,4.111323852,3.942372759,3.96450157,4.109901991,3.986810662}","{4.325467284,4.044795938,4.399749129,3.955022709,4.280137518,4.34857799,4.064787725,4.375424852,4.036634919,4.048075133,4.324426547,3.935312712,4.264842323,3.977649628}","{0.009633559,0.010571547,0.009522169,0.009376459,0.010423809,0.010718523,0.010090601,0.009770944,0.010898901,0.009714572,0.00981351,0.010151023,0.009865839,0.009484707,0.009799173,0.009508087,0.010385157,0.009285094,0.00952694}","{0.006804731,0.006356852,0.006711881,0.006021057,0.006078282,0.006684646,0.006195784,0.006822694,0.006097025,0.006484545,0.006477799,0.006127318,0.006518548,0.006246924}","{0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.057762265046662105,0.019286660577859587,0.019286660577859587,0.019286660577859587,0.019286660577859587,0.019286660577859587,0.019286660577859587,0.019286660577859587,0.019286660577859587,0.019286660577859587,0.019286660577859587}","{1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262,1.9714372761546262}",63,14
1264440547233771903,"{0.060608223,0.067264391,0.058768169,0.05930675,0.063080313,0.076900754,0.063844098,0.063222326,0.097406557,0.043323995,0.043000752,0.040329783,0.046252371,0.041568523,0.047404508,0.043184003,0.041161891,0.042245928,0.044990541}","{0.029913189,0.027412253,0.028076104,0.025967726,0.033074165,0.027760955,0.026328596,0.027843232,0.026839204,0.02689168,0.02989024,0.027612255,0.027305189,0.026266433}","{3.502251532,3.911164521,3.477118207,3.53045447,3.940248398,3.667782836,3.83130427,3.846135099,4.061002999,3.489332716,3.779395816,3.663564742,3.61796337,3.870499073,3.776127233,3.904232129,3.797106183,3.658063307,4.029644115}","{0.293515618,0.272624958,0.29204531,0.267792956,0.291871085,0.268278268,0.267985257,0.268368088,0.270314921,0.267378953,0.303589934,0.271069907,0.270304021,0.266669916}","{0.02100446001696804,0.02100446001696804,0.02100446001696804,0.02100446001696804,0.02100446001696804,0.02100446001696804,0.02100446001696804,0.02100446001696804,0.02100446001696804,0.019288764227088535,0.019288764227088535,0.019288764227088535,0.019288764227088535,0.019288764227088535,0.019288764227088535,0.019288764227088535,0.019288764227088535,0.019288764227088535,0.019288764227088535}","{0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966,0.41816797527603966}",62,14
2619358356542170316,"{0.202841351,0.203498491,0.203964075,0.192000436,0.182333105,0.195950989,0.183748177,0.202235032,0.215579385,0.123279024,0.115688744,0.105272284,0.126939995,0.108077791,0.114452092,0.122307474,0.108554341,0.105960875,0.111291825}","{0.399971529,0.3692457,0.376580339,0.379629677,0.42424827,0.425687102,0.372690751,0.380524138,0.389112649,0.386029401,0.401780695,0.429451728,0.4322133,0.379905902}","{4.002856832,3.917383454,3.959797894,3.722788239,3.480756998,3.604433488,3.49217017,3.740263116,3.62742417,3.533324938,3.891312074,3.708309536,3.630904586,3.834485784,4.074445203,3.669679,3.841687415,3.630534188,3.98512963}","{0.230401965,0.221567882,0.223357897,0.226967056,0.24408248,0.220455443,0.22317164,0.224623387,0.22337107,0.219408913,0.239283777,0.223734358,0.241434716,0.224367599}","{0.025672117798516494,0.025672117798516494,0.025672117798516494,0.025672117798516494,0.025672117798516494,0.025672117798516494,0.025672117798516494,0.025672117798516494,0.025672117798516494,0.0291181434943119,0.0291181434943119,0.0291181434943119,0.0291181434943119,0.0291181434943119,0.0291181434943119,0.0291181434943119,0.0291181434943119,0.0291181434943119,0.0291181434943119}","{1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744,1.493627176169744}",49,14
2686551532437100503,"{0.140605019,0.145799916,0.153021875,0.133411197,0.131815317,0.131113676,0.131245685,0.135110063,0.13280269,0.139972128,0.134350308,0.135453392,0.134962384,0.143570746,0.169329662,0.134641227,0.134210575,0.167079001,0.137967409}","{0.150210533,0.143852095,0.157402555,0.139197148,0.15115806,0.158086291,0.15357033,0.143434087,0.1462196,0.140576995,0.160006768,0.145752746,0.155026104,0.143628302}","{0.009568236,0.009654923,0.010327829,0.00855028,0.008764073,0.008630725,0.00869884,0.008806805,0.008798117,0.009515225,0.008865875,0.009155335,0.008956316,0.008959957,0.015958528,0.008721114,0.008962246,0.010674995,0.009283525}","{0.006790249,0.006634839,0.007379965,0.006735368,0.007185834,0.0072867,0.007306538,0.006614291,0.006707491,0.006487606,0.007665104,0.006730784,0.007062464,0.006607892}","{0,0,0,0,0,0,0,0,0,7.718729807542562e-05,7.718729807542562e-05,7.718729807542562e-05,7.718729807542562e-05,7.718729807542562e-05,7.718729807542562e-05,7.718729807542562e-05,7.718729807542562e-05,7.718729807542562e-05,7.718729807542562e-05}","{0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426,0.6198791898939426}",49,14
2280384413821366706,"{0.255300792,0.309099573,0.24812414,0.24092211,0.241084703,0.25618283,0.254135584,0.269239924,0.291524862,0.223116626,0.252872168,0.273814178,0.251685243,0.237757284,0.248639229,0.24707232,0.278828882,0.259687471,0.269972343}","{0.31448,0.296487538,0.327225557,0.291393709,0.312647607,0.297307964,0.295228234,0.303175438,0.327476386,0.305302886,0.309821588,0.332510357,0.301537992,0.306192429}","{3.575150591,3.249941874,3.42973179,3.210397135,3.279649392,3.331528557,3.478743404,3.683490666,3.822103108,3.241061148,3.521673218,3.685015601,3.962533907,3.568003208,3.545262971,3.588031777,3.628386714,3.570718575,3.614153401}","{0.261887412,0.251609311,0.252399602,0.247225793,0.271885217,0.244846818,0.247754796,0.245788789,0.254121525,0.247839399,0.252490531,0.254605335,0.246159326,0.24982048}","{0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.021448559619654226,0.021448559619654226,0.021448559619654226,0.021448559619654226,0.021448559619654226,0.021448559619654226,0.021448559619654226,0.021448559619654226,0.021448559619654226,0.021448559619654226}","{1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854,1.871960158513854}",64,14
